x,y,saturation,concentration
0.005,0.005,0,0.813847
0.015,0.005,0,0.826632
0.025,0.005,0,0.838671
0.035,0.005,0,0.849489
0.045,0.005,0,0.859017
0.055,0.005,0,0.867718
0.065,0.005,0,0.877585
0.075,0.005,0,0.885173
0.085,0.005,0,0.892607
0.095,0.005,0,0.899921
0.105,0.005,0,0.907135
0.115,0.005,0,0.914404
0.125,0.005,0,0.92301
0.135,0.005,0,0.929848
0.145,0.005,0,0.936544
0.155,0.005,0,0.943069
0.165,0.005,0,0.949404
0.175,0.005,0,0.955719
0.185,0.005,0,0.96289
0.195,0.005,0,0.968554
0.205,0.005,0,0.974065
0.215,0.005,0,0.979418
0.225,0.005,0,0.984609
0.235,0.005,0,0.989835
0.245,0.005,0,0.995621
0.255,0.005,0,1.00017
0.265,0.005,0,1.00452
0.275,0.005,0,1.00868
0.285,0.005,0,1.01263
0.295,0.005,0,1.01656
0.305,0.005,0,1.02069
0.315,0.005,0,1.0239
0.325,0.005,0,1.02692
0.335,0.005,0,1.02977
0.345,0.005,0,1.03245
0.355,0.005,0,1.03511
0.365,0.005,0,1.03787
0.375,0.005,0,1.04005
0.385,0.005,0,1.04212
0.395,0.005,0,1.04409
0.405,0.005,0,1.04595
0.415,0.005,0,1.04783
0.425,0.005,0,1.04972
0.435,0.005,0,1.05116
0.445,0.005,0,1.05248
0.455,0.005,0,1.05366
0.465,0.005,0,1.05469
0.475,0.005,0,1.05564
0.485,0.005,0,1.05642
0.495,0.005,0,1.05691
0.505,0.005,0,1.05726
0.515,0.005,0,1.05748
0.525,0.005,0,1.05757
0.535,0.005,0,1.05752
0.545,0.005,0,1.0573
0.555,0.005,0,1.057
0.565,0.005,0,1.05662
0.575,0.005,0,1.05617
0.585,0.005,0,1.05568
0.595,0.005,0,1.05508
0.605,0.005,0,1.05444
0.615,0.005,0,1.05391
0.625,0.005,0,1.05342
0.635,0.005,0,1.05299
0.645,0.005,0,1.05265
0.655,0.005,0,1.05239
0.665,0.005,0,1.05232
0.675,0.005,0,1.05243
0.685,0.005,0,1.05271
0.695,0.005,0,1.05315
0.705,0.005,0,1.05375
0.715,0.005,0,1.05465
0.725,0.005,0,1.0558
0.735,0.005,0,1.05698
0.745,0.005,0,1.05829
0.755,0.005,0,1.05971
0.765,0.005,0,1.06121
0.775,0.005,0,1.06298
0.785,0.005,0,1.06475
0.795,0.005,0,1.06634
0.805,0.005,0,1.06792
0.815,0.005,0,1.0695
0.825,0.005,0,1.07105
0.835,0.005,0,1.07277
0.845,0.005,0,1.07435
0.855,0.005,0,1.07569
0.865,0.005,0,1.07696
0.875,0.005,0,1.07814
0.885,0.005,0,1.07924
0.895,0.005,0,1.08039
0.905,0.005,0,1.08138
0.915,0.005,0,1.08222
0.925,0.005,0,1.08301
0.935,0.005,0,1.08377
0.945,0.005,0,1.08451
0.955,0.005,0,1.08535
0.965,0.005,0,1.08613
0.975,0.005,0,1.08686
0.985,0.005,0,1.08761
0.995,0.005,0,1.0884
1.005,0.005,0,1.08921
1.015,0.005,0,1.09023
1.025,0.005,0,1.09122
1.035,0.005,0,1.0922
1.045,0.005,0,1.09322
1.055,0.005,0,1.09427
1.065,0.005,0,1.09535
1.075,0.005,0,1.09667
1.085,0.005,0,1.09786
1.095,0.005,0,1.09895
1.105,0.005,0,1.10002
1.115,0.005,0,1.10106
1.125,0.005,0,1.10206
1.135,0.005,0,1.10317
1.145,0.005,0,1.10407
1.155,0.005,0,1.10485
1.165,0.005,0,1.10556
1.175,0.005,0,1.1062
1.185,0.005,0,1.10677
1.195,0.005,0,1.10734
1.205,0.005,0,1.10771
1.215,0.005,0,1.10796
1.225,0.005,0,1.10811
1.235,0.005,0,1.10815
1.245,0.005,0,1.10808
1.255,0.005,0,1.10776
1.265,0.005,0,1.10731
1.275,0.005,0,1.10671
1.285,0.005,0,1.10593
1.295,0.005,0,1.10499
1.305,0.005,0,1.10388
1.315,0.005,0,1.1022
1.325,0.005,0,1.10053
1.335,0.005,0,1.09867
1.345,0.005,0,1.09659
1.355,0.005,0,1.09428
1.365,0.005,0,1.09173
1.375,0.005,0,1.08813
1.385,0.005,0,1.08486
1.395,0.005,0,1.08134
1.405,0.005,0,1.07753
1.415,0.005,0,1.07341
1.425,0.005,0,1.069
1.435,0.005,0,1.06291
1.445,0.005,0,1.05756
1.455,0.005,0,1.05182
1.465,0.005,0,1.0457
1.475,0.005,0,1.03917
1.485,0.005,0,1.03215
1.495,0.005,0,1.02277
1.505,0.005,0,1.01457
1.515,0.005,0,1.00585
1.525,0.005,0,0.996585
1.535,0.005,0,0.986744
1.545,0.005,0,0.976063
1.555,0.005,0,0.962131
1.565,0.005,0,0.949939
1.575,0.005,0,0.93705
1.585,0.005,0,0.923446
1.595,0.005,0,0.909106
1.605,0.005,0,0.893496
1.615,0.005,0,0.873717
1.625,0.005,0,0.856438
1.635,0.005,0,0.838224
1.645,0.005,0,0.81898
1.655,0.005,0,0.798605
1.665,0.005,0,0.775996
1.675,0.005,0,0.747392
1.685,0.005,0,0.721593
1.695,0.005,0,0.69373
1.705,0.005,0,0.663655
1.715,0.005,0,0.631262
1.725,0.005,0,0.594476
1.735,0.005,0,0.548717
1.745,0.005,0,0.507908
1.755,0.005,0,0.465668
1.765,0.005,0,0.42289
1.775,0.005,0,0.38072
1.785,0.005,0,0.338498
1.795,0.005,0,0.298961
1.805,0.005,0,0.27371
1.815,0.005,0,0.254053
1.825,0.005,0,0.238552
1.835,0.005,0,0.225964
1.845,0.005,0,0.214975
1.855,0.005,0,0.209048
1.865,0.005,0,0.211009
1.875,0.005,0,0.216766
1.885,0.005,0,0.224011
1.895,0.005,0,0.230707
1.905,0.005,0,0.235635
1.915,0.005,0,0.238079
1.925,0.005,0,0.238805
1.935,0.005,0,0.238927
1.945,0.005,0,0.238715
1.955,0.005,0,0.238386
1.965,0.005,0,0.238118
1.975,0.005,0,0.238101
1.985,0.005,0,0.238095
1.995,0.005,0,0.237879
2.005,0.005,0,0.237258
2.015,0.005,0,0.236032
2.025,0.005,0,0.233619
2.035,0.005,0,0.229601
2.045,0.005,0,0.225235
2.055,0.005,0,0.220687
2.065,0.005,0,0.216227
2.075,0.005,0,0.211989
2.085,0.005,0,0.207342
2.095,0.005,0,0.202608
2.105,0.005,0,0.201852
2.115,0.005,0,0.208523
2.125,0.005,0,0.21907
2.135,0.005,0,0.228773
2.145,0.005,0,0.235524
2.155,0.005,0,0.239101
2.165,0.005,0,0.241065
2.175,0.005,0,0.242357
2.185,0.005,0,0.24318
2.195,0.005,0,0.243693
2.205,0.005,0,0.244069
2.215,0.005,0,0.244204
2.225,0.005,0,0.244058
2.235,0.005,0,0.243398
2.245,0.005,0,0.241884
2.255,0.005,0,0.239034
2.265,0.005,0,0.232424
2.275,0.005,0,0.223527
2.285,0.005,0,0.220935
2.295,0.005,0,0.223657
2.305,0.005,0,0.228971
2.315,0.005,0,0.233326
2.325,0.005,0,0.234494
2.335,0.005,0,0.233827
2.345,0.005,0,0.232458
2.355,0.005,0,0.230556
