t,p_1,p_2,mob_A,imm_A,diss_A,seal_A,mob_B,imm_B,diss_B,seal_B,M_C,total_CO2_mass
127800,109851,103952,0.00231672,0,0.00121426,7.49003e-05,0,0,0.000789506,1.0486e-05,2.13695,0.00938304
128400,109851,103952,0.00231666,0,0.00121435,7.50267e-05,0,0,0.000788512,1.05075e-05,2.12914,0.00938303
129000,109851,103952,0.00231661,0,0.00121444,7.51534e-05,0,0,0.000787525,1.0529e-05,2.1214,0.00938302
129600,109851,103952,0.00231655,0,0.00121453,7.52806e-05,0,0,0.000786546,1.05503e-05,2.11374,0.00938302
130200,109851,103952,0.0023165,0,0.00121463,7.54081e-05,0,0,0.000785574,1.05712e-05,2.10615,0.00938301
130800,109851,103952,0.00231644,0,0.00121473,7.55361e-05,0,0,0.00078461,1.0592e-05,2.09861,0.009383
131400,109851,103952,0.00231639,0,0.00121484,7.56644e-05,0,0,0.000783652,1.06124e-05,2.09114,0.009383
132000,109851,103952,0.00231633,0,0.00121494,7.57931e-05,0,0,0.000782702,1.06328e-05,2.08374,0.00938299
132600,109851,103952,0.00231627,0,0.00121505,7.59221e-05,0,0,0.00078176,1.06533e-05,2.0764,0.00938298
133200,109851,103952,0.00231621,0,0.00121515,7.60515e-05,0,0,0.000780825,1.06741e-05,2.06914,0.00938298
133800,109851,103952,0.00231616,0,0.00121526,7.61813e-05,0,0,0.000779897,1.06947e-05,2.06197,0.00938297
134400,109851,103952,0.0023161,0,0.00121535,7.63115e-05,0,0,0.000778977,1.0715e-05,2.05489,0.00938297
135000,109851,103952,0.00231604,0,0.00121545,7.6442e-05,0,0,0.000778063,1.0735e-05,2.04789,0.00938296
135600,109851,103952,0.00231598,0,0.00121553,7.65729e-05,0,0,0.000777155,1.07549e-05,2.04097,0.00938295
136200,109851,103952,0.00231592,0,0.00121561,7.67041e-05,0,0,0.000776255,1.07747e-05,2.03415,0.00938294
136800,109851,103952,0.00231586,0,0.00121568,7.68356e-05,0,0,0.000775362,1.07944e-05,2.0274,0.00938294
137400,109851,103952,0.0023158,0,0.00121575,7.69675e-05,0,0,0.000774475,1.08139e-05,2.02073,0.00938293
138000,109851,103952,0.00231574,0,0.0012158,7.70998e-05,0,0,0.000773595,1.08331e-05,2.01414,0.00938293
138600,109851,103952,0.00231568,0,0.00121584,7.72323e-05,0,0,0.000772721,1.0852e-05,2.00763,0.00938292
139200,109851,103952,0.00231562,0,0.00121587,7.73653e-05,0,0,0.000771853,1.08706e-05,2.0012,0.00938291
139800,109851,103952,0.00231555,0,0.00121589,7.74985e-05,0,0,0.000770992,1.0889e-05,1.99483,0.00938291
140400,109851,103952,0.00231549,0,0.00121589,7.76321e-05,0,0,0.000770137,1.09074e-05,1.98854,0.0093829
141000,109851,103952,0.00231543,0,0.00121589,7.7766e-05,0,0,0.000769288,1.09255e-05,1.9823,0.00938289
141600,109851,103952,0.00231536,0,0.00121588,7.79002e-05,0,0,0.000768445,1.09433e-05,1.97614,0.00938288
142200,109851,103952,0.0023153,0,0.00121587,7.80347e-05,0,0,0.000767608,1.09608e-05,1.97005,0.00938288
142800,109851,103952,0.00231523,0,0.00121584,7.81696e-05,0,0,0.000766778,1.09781e-05,1.96402,0.00938287
143400,109851,103952,0.00231517,0,0.00121581,7.83047e-05,0,0,0.000765953,1.09953e-05,1.95804,0.00938286
144000,109851,103952,0.0023151,0,0.00121577,7.84402e-05,0,0,0.000765134,1.10123e-05,1.95212,0.00938286
144600,109851,103952,0.00231504,0,0.00121572,7.85759e-05,0,0,0.000764321,1.10291e-05,1.94624,0.00938285
145200,109851,103952,0.00231497,0,0.00121567,7.8712e-05,0,0,0.000763514,1.10455e-05,1.94043,0.00938284
145800,109851,103952,0.0023149,0,0.00121562,7.88484e-05,0,0,0.000762712,1.10616e-05,1.93467,0.00938283
146400,109851,103952,0.00231483,0,0.00121556,7.89851e-05,0,0,0.000761916,1.10774e-05,1.92896,0.00938283
147000,109851,103952,0.00231477,0,0.0012155,7.9122e-05,0,0,0.000761125,1.10929e-05,1.92331,0.00938282
147600,109851,103952,0.0023147,0,0.00121543,7.92593e-05,0,0,0.000760339,1.11082e-05,1.91772,0.00938281
148200,109851,103952,0.00231463,0,0.00121537,7.93968e-05,0,0,0.000759559,1.11231e-05,1.91218,0.0093828
148800,109851,103952,0.00231456,0,0.0012153,7.95347e-05,0,0,0.000758784,1.11377e-05,1.90669,0.00938279
149400,109851,103952,0.00231449,0,0.00121524,7.96728e-05,0,0,0.000758015,1.11519e-05,1.90126,0.00938278
150000,109851,103952,0.00231442,0,0.00121517,7.98112e-05,0,0,0.00075725,1.11658e-05,1.89589,0.00938278
150600,109851,103952,0.00231435,0,0.00121511,7.99499e-05,0,0,0.00075649,1.11795e-05,1.89058,0.00938277
151200,109851,103952,0.00231428,0,0.00121504,8.00888e-05,0,0,0.000755736,1.11927e-05,1.88532,0.00938276
151800,109851,103952,0.00231421,0,0.00121498,8.02281e-05,0,0,0.000754986,1.12053e-05,1.88012,0.00938275
152400,109851,103952,0.00231413,0,0.00121492,8.03676e-05,0,0,0.00075424,1.12172e-05,1.87497,0.00938274
153000,109851,103952,0.00231406,0,0.00121486,8.05074e-05,0,0,0.000753499,1.12285e-05,1.86987,0.00938273
153600,109851,103952,0.00231399,0,0.00121481,8.06474e-05,0,0,0.000752762,1.12391e-05,1.86481,0.00938272
154200,109851,103952,0.00231392,0,0.00121476,8.07878e-05,0,0,0.000752028,1.12486e-05,1.8598,0.00938271
154800,109851,103952,0.00231384,0,0.00121472,8.09284e-05,0,0,0.000751298,1.12573e-05,1.85484,0.0093827
155400,109851,103952,0.00231377,0,0.00121468,8.10693e-05,0,0,0.000750575,1.12682e-05,1.84993,0.00938269
156000,109851,103952,0.00231369,0,0.00121465,8.12105e-05,0,0,0.000749857,1.12783e-05,1.84507,0.00938267
156600,109851,103952,0.00231362,0,0.00121462,8.1352e-05,0,0,0.000749143,1.12879e-05,1.84025,0.00938266
157200,109851,103952,0.00231354,0,0.0012146,8.14937e-05,0,0,0.000748434,1.12979e-05,1.83548,0.00938265
157800,109851,103952,0.00231346,0,0.00121459,8.16357e-05,0,0,0.000747731,1.13088e-05,1.83076,0.00938264
158400,109851,103952,0.00231338,0,0.00121458,8.17781e-05,0,0,0.000747034,1.13203e-05,1.82607,0.00938263
159000,109851,103952,0.00231331,0,0.00121458,8.19207e-05,0,0,0.000746341,1.13313e-05,1.82143,0.00938262
159600,109851,103952,0.00231323,0,0.00121458,8.20635e-05,0,0,0.000745653,1.13424e-05,1.81681,0.00938261
160200,109851,103952,0.00231315,0,0.0012146,8.22066e-05,0,0,0.00074497,1.13538e-05,1.81225,0.0093826
160800,109851,103952,0.00231307,0,0.00121462,8.235e-05,0,0,0.000744291,1.13649e-05,1.80772,0.00938259
161400,109851,103952,0.00231299,0,0.00121465,8.24936e-05,0,0,0.000743616,1.13757e-05,1.80323,0.00938258
162000,109851,103952,0.00231291,0,0.00121468,8.26375e-05,0,0,0.000742945,1.13862e-05,1.79878,0.00938257
162600,109851,103952,0.00231283,0,0.00121473,8.27817e-05,0,0,0.000742279,1.1397e-05,1.79436,0.00938256
163200,109851,103952,0.00231275,0,0.00121478,8.29261e-05,0,0,0.000741617,1.14074e-05,1.78999,0.00938255
163800,109851,103952,0.00231267,0,0.00121485,8.30707e-05,0,0,0.00074096,1.14176e-05,1.78566,0.00938254
164400,109851,103952,0.00231258,0,0.00121492,8.32156e-05,0,0,0.000740306,1.14275e-05,1.78137,0.00938253
165000,109851,103952,0.0023125,0,0.001215,8.33608e-05,0,0,0.000739656,1.14372e-05,1.77712,0.00938252
165600,109851,103952,0.00231242,0,0.00121508,8.35062e-05,0,0,0.00073901,1.14467e-05,1.77291,0.00938251
166200,109851,103952,0.00231233,0,0.00121518,8.36519e-05,0,0,0.000738369,1.1456e-05,1.76874,0.0093825
166800,109851,103952,0.00231225,0,0.00121528,8.37978e-05,0,0,0.000737731,1.14651e-05,1.76461,0.00938249
167400,109851,103952,0.00231216,0,0.0012154,8.39439e-05,0,0,0.000737096,1.14739e-05,1.76051,0.00938248
168000,109851,103952,0.00231208,0,0.00121552,8.40903e-05,0,0,0.000736466,1.14827e-05,1.75646,0.00938246
168600,109851,103952,0.00231199,0,0.00121564,8.4237e-05,0,0,0.00073584,1.14912e-05,1.75244,0.00938245
169200,109851,103952,0.00231191,0,0.00121578,8.43839e-05,0,0,0.000735217,1.14994e-05,1.74844,0.00938244
169800,109851,103952,0.00231182,0,0.00121593,8.4531e-05,0,0,0.000734598,1.15073e-05,1.74449,0.00938243
170400,109851,103952,0.00231173,0,0.00121608,8.46785e-05,0,0,0.000733982,1.15149e-05,1.74056,0.00938242
171000,109851,103952,0.00231164,0,0.00121624,8.48261e-05,0,0,0.000733369,1.15222e-05,1.73666,0.00938241
171600,109851,103952,0.00231156,0,0.00121641,8.4974e-05,0,0,0.00073276,1.15292e-05,1.7328,0.00938239
172200,109851,103952,0.00231147,0,0.00121659,8.51222e-05,0,0,0.000732155,1.15359e-05,1.72897,0.00938238
172800,109851,103952,0.00231138,0,0.00121678,8.52706e-05,0,0,0.000731553,1.15426e-05,1.72517,0.00938237
173400,109851,103952,0.00231129,0,0.00121697,8.54192e-05,0,0,0.000730955,1.15491e-05,1.72139,0.00938236
174000,109851,103952,0.00231119,0,0.00121717,8.55681e-05,0,0,0.00073036,1.15554e-05,1.71765,0.00938234
174600,109851,103952,0.0023111,0,0.00121738,8.57172e-05,0,0,0.000729768,1.15613e-05,1.71393,0.00938233
175200,109851,103952,0.00231101,0,0.00121759,8.58666e-05,0,0,0.000729179,1.15669e-05,1.71024,0.00938232
175800,109851,103952,0.00231092,0,0.00121781,8.60162e-05,0,0,0.000728594,1.15721e-05,1.70657,0.0093823
176400,109851,103952,0.00231083,0,0.00121804,8.61661e-05,0,0,0.000728011,1.15771e-05,1.70293,0.00938229
177000,109851,103952,0.00231073,0,0.00121828,8.63162e-05,0,0,0.000727432,1.15817e-05,1.69932,0.00938227
177600,109851,103952,0.00231064,0,0.00121852,8.64665e-05,0,0,0.000726855,1.15859e-05,1.69573,0.00938226
178200,109851,103952,0.00231054,0,0.00121877,8.66171e-05,0,0,0.000726281,1.15899e-05,1.69217,0.00938225
178800,109851,103952,0.00231045,0,0.00121902,8.67679e-05,0,0,0.000725711,1.15935e-05,1.68864,0.00938223
179400,109851,103952,0.00231035,0,0.00121928,8.6919e-05,0,0,0.000725144,1.15971e-05,1.68514,0.00938222
180000,109851,103952,0.00231025,0,0.00121955,8.70703e-05,0,0,0.000724579,1.16003e-05,1.68166,0.0093822
180600,109851,103952,0.00231016,0,0.00121982,8.72218e-05,0,0,0.000724017,1.16031e-05,1.67822,0.00938219
181200,109851,103952,0.00231006,0,0.0012201,8.73736e-05,0,0,0.000723459,1.16059e-05,1.6748,0.00938218
181800,109851,103952,0.00230996,0,0.00122039,8.75256e-05,0,0,0.000722903,1.16082e-05,1.67141,0.00938216
182400,109851,103952,0.00230986,0,0.00122068,8.76779e-05,0,0,0.00072235,1.16102e-05,1.66805,0.00938214
183000,109851,103952,0.00230976,0,0.00122097,8.78303e-05,0,0,0.000721799,1.16119e-05,1.66471,0.00938213
183600,109851,103952,0.00230966,0,0.00122127,8.7983e-05,0,0,0.000721251,1.16132e-05,1.66141,0.00938211
184200,109851,103952,0.00230956,0,0.00122158,8.8136e-05,0,0,0.000720706,1.16141e-05,1.65814,0.0093821
184800,109851,103952,0.00230946,0,0.00122189,8.82891e-05,0,0,0.000720163,1.16146e-05,1.65489,0.00938208
185400,109851,103952,0.00230936,0,0.00122221,8.84425e-05,0,0,0.000719623,1.16147e-05,1.65166,0.00938207
186000,109851,103952,0.00230926,0,0.00122253,8.85961e-05,0,0,0.000719085,1.16145e-05,1.64846,0.00938205
186600,109851,103952,0.00230915,0,0.00122285,8.875e-05,0,0,0.00071855,1.16139e-05,1.64529,0.00938203
187200,109851,103952,0.00230905,0,0.00122318,8.8904e-05,0,0,0.000718017,1.1613e-05,1.64213,0.00938201
187800,109851,103952,0.00230895,0,0.00122352,8.90583e-05,0,0,0.000717486,1.16115e-05,1.63901,0.009382
188400,109851,103952,0.00230884,0,0.00122386,8.92128e-05,0,0,0.000716958,1.16097e-05,1.63591,0.00938198
189000,109851,103952,0.00230874,0,0.0012242,8.93675e-05,0,0,0.000716432,1.16075e-05,1.63284,0.00938196
189600,109851,103952,0.00230863,0,0.00122455,8.95225e-05,0,0,0.000715908,1.16048e-05,1.6298,0.00938194
190200,109851,103952,0.00230852,0,0.0012249,8.96776e-05,0,0,0.000715387,1.16016e-05,1.62678,0.00938192
190800,109851,103952,0.00230841,0,0.00122525,8.9833e-05,0,0,0.000714867,1.15979e-05,1.62379,0.0093819
191400,109851,103952,0.00230831,0,0.00122561,8.99886e-05,0,0,0.00071435,1.15938e-05,1.62082,0.00938188
192000,109851,103952,0.0023082,0,0.00122598,9.01444e-05,0,0,0.000713835,1.15892e-05,1.61787,0.00938186
192600,109851,103952,0.00230809,0,0.00122634,9.03004e-05,0,0,0.000713321,1.15841e-05,1.61495,0.00938184
193200,109851,103952,0.00230798,0,0.00122671,9.04566e-05,0,0,0.00071281,1.15784e-05,1.61204,0.00938182
193800,109851,103952,0.00230787,0,0.00122709,9.0613e-05,0,0,0.0007123,1.15722e-05,1.60916,0.0093818
194400,109851,103952,0.00230776,0,0.00122747,9.07696e-05,0,0,0.000711793,1.15655e-05,1.60629,0.00938178
195000,109851,103952,0.00230764,0,0.00122785,9.09264e-05,0,0,0.000711287,1.15583e-05,1.60345,0.00938176
195600,109851,103952,0.00230753,0,0.00122823,9.10834e-05,0,0,0.000710783,1.15505e-05,1.60062,0.00938173
196200,109851,103952,0.00230742,0,0.00122862,9.12406e-05,0,0,0.00071028,1.15422e-05,1.59781,0.00938171
196800,109851,103952,0.0023073,0,0.00122901,9.1398e-05,0,0,0.00070978,1.15332e-05,1.59502,0.00938169
197400,109851,103952,0.00230719,0,0.00122941,9.15556e-05,0,0,0.00070928,1.15236e-05,1.59225,0.00938166
198000,109851,103952,0.00230708,0,0.0012298,9.17134e-05,0,0,0.000708782,1.15134e-05,1.58949,0.00938164
198600,109851,103952,0.00230696,0,0.0012302,9.18714e-05,0,0,0.000708286,1.15026e-05,1.58675,0.00938161
199200,109851,103952,0.00230684,0,0.00123061,9.20295e-05,0,0,0.000707791,1.1491e-05,1.58403,0.00938159
199800,109850,103952,0.00230672,0,0.00123101,9.21878e-05,0,0,0.000707298,1.14788e-05,1.58132,0.00938156
200400,109850,103952,0.00230661,0,0.00123142,9.23463e-05,0,0,0.000706805,1.14658e-05,1.57864,0.00938153
201000,109850,103952,0.00230649,0,0.00123184,9.25051e-05,0,0,0.000706314,1.14524e-05,1.57596,0.00938151
201600,109850,103952,0.00230637,0,0.00123225,9.26639e-05,0,0,0.000705824,1.14382e-05,1.57331,0.00938148
202200,109850,103952,0.00230625,0,0.00123267,9.2823e-05,0,0,0.000705336,1.14231e-05,1.57067,0.00938145
202800,109850,103952,0.00230613,0,0.00123309,9.29822e-05,0,0,0.000704847,1.14071e-05,1.56805,0.00938142
203400,109850,103952,0.00230601,0,0.00123352,9.31416e-05,0,0,0.00070436,1.13899e-05,1.56545,0.00938139
204000,109850,103952,0.00230588,0,0.00123394,9.33012e-05,0,0,0.000703872,1.13715e-05,1.56286,0.00938136
204600,109850,103952,0.00230576,0,0.00123437,9.34609e-05,0,0,0.000703385,1.1352e-05,1.56029,0.00938133
205200,109850,103952,0.00230563,0,0.00123481,9.36208e-05,0,0,0.000702899,1.13325e-05,1.55773,0.0093813
205800,109851,103952,0.0023055,0,0.00123525,9.3781e-05,0,0,0.000702427,1.13207e-05,1.55519,0.00938127
206400,109851,103952,0.00230537,0,0.00123568,9.39416e-05,0,0,0.000701965,1.13125e-05,1.55266,0.00938125
207000,109851,103952,0.00230524,0,0.00123612,9.41023e-05,0,0,0.000701505,1.13043e-05,1.55015,0.00938123
207600,109851,103952,0.00230511,0,0.00123655,9.42633e-05,0,0,0.000701048,1.12965e-05,1.54765,0.00938121
208200,109851,103952,0.00230498,0,0.00123699,9.44245e-05,0,0,0.000700594,1.12896e-05,1.54516,0.00938119
208800,109851,103952,0.00230485,0,0.00123743,9.45859e-05,0,0,0.000700143,1.12835e-05,1.5427,0.00938117
209400,109851,103952,0.00230472,0,0.00123788,9.47475e-05,0,0,0.000699695,1.12777e-05,1.54024,0.00938115
210000,109851,103952,0.00230459,0,0.00123832,9.49094e-05,0,0,0.000699251,1.12733e-05,1.5378,0.00938113
210600,109851,103952,0.00230445,0,0.00123877,9.50715e-05,0,0,0.000698811,1.12698e-05,1.53538,0.00938111
211200,109851,103952,0.00230432,0,0.00123921,9.52337e-05,0,0,0.000698375,1.12676e-05,1.53297,0.00938109
211800,109851,103952,0.00230419,0,0.00123966,9.53962e-05,0,0,0.000697941,1.1265e-05,1.53058,0.00938107
212400,109851,103952,0.00230405,0,0.00124011,9.55588e-05,0,0,0.000697509,1.12626e-05,1.5282,0.00938105
213000,109851,103952,0.00230391,0,0.00124056,9.57216e-05,0,0,0.000697079,1.12605e-05,1.52584,0.00938104
213600,109851,103952,0.00230378,0,0.00124101,9.58845e-05,0,0,0.000696651,1.12579e-05,1.52349,0.00938102
214200,109851,103952,0.00230364,0,0.00124147,9.60476e-05,0,0,0.000696225,1.12554e-05,1.52115,0.009381
214800,109851,103952,0.0023035,0,0.00124192,9.62108e-05,0,0,0.000695802,1.12537e-05,1.51883,0.00938098
215400,109851,103952,0.00230336,0,0.00124238,9.63742e-05,0,0,0.000695381,1.12522e-05,1.51653,0.00938097
216000,109851,103952,0.00230322,0,0.00124284,9.65378e-05,0,0,0.000694961,1.12501e-05,1.51424,0.00938095
216600,109851,103952,0.00230308,0,0.0012433,9.67015e-05,0,0,0.000694543,1.12476e-05,1.51196,0.00938093
217200,109851,103952,0.00230294,0,0.00124376,9.68654e-05,0,0,0.000694126,1.12449e-05,1.5097,0.00938091
217800,109851,103952,0.0023028,0,0.00124423,9.70293e-05,0,0,0.00069371,1.12422e-05,1.50745,0.00938089
218400,109851,103952,0.00230265,0,0.00124469,9.71934e-05,0,0,0.000693296,1.12389e-05,1.50522,0.00938087
219000,109851,103952,0.00230251,0,0.00124516,9.73577e-05,0,0,0.000692884,1.1236e-05,1.503,0.00938086
219600,109851,103952,0.00230236,0,0.00124563,9.75221e-05,0,0,0.000692475,1.12339e-05,1.5008,0.00938084
220200,109851,103952,0.00230221,0,0.0012461,9.76866e-05,0,0,0.000692067,1.12316e-05,1.49861,0.00938082
220800,109851,103952,0.00230206,0,0.00124658,9.78513e-05,0,0,0.000691662,1.12294e-05,1.49644,0.0093808
221400,109851,103952,0.00230191,0,0.00124705,9.80161e-05,0,0,0.000691259,1.12277e-05,1.49428,0.00938078
222000,109851,103952,0.00230176,0,0.00124753,9.8181e-05,0,0,0.000690858,1.12262e-05,1.49214,0.00938077
222600,109851,103952,0.00230161,0,0.00124801,9.83461e-05,0,0,0.00069046,1.12249e-05,1.49001,0.00938075
223200,109851,103952,0.00230146,0,0.00124848,9.85113e-05,0,0,0.000690062,1.12232e-05,1.48789,0.00938073
223800,109851,103952,0.00230131,0,0.00124896,9.86766e-05,0,0,0.000689666,1.12214e-05,1.48579,0.00938071
224400,109851,103952,0.00230116,0,0.00124945,9.8842e-05,0,0,0.000689271,1.12194e-05,1.48371,0.0093807
225000,109851,103952,0.002301,0,0.00124993,9.90075e-05,0,0,0.000688878,1.12174e-05,1.48163,0.00938068
225600,109851,103952,0.00230084,0,0.00125041,9.91731e-05,0,0,0.000688487,1.12151e-05,1.47958,0.00938066
226200,109851,103952,0.00230069,0,0.0012509,9.93389e-05,0,0,0.000688097,1.1213e-05,1.47753,0.00938064
226800,109851,103952,0.00230053,0,0.00125139,9.95048e-05,0,0,0.000687709,1.12111e-05,1.4755,0.00938062
227400,109851,103952,0.00230037,0,0.00125188,9.96707e-05,0,0,0.000687322,1.12093e-05,1.47349,0.00938061
228000,109851,103952,0.00230021,0,0.00125237,9.98368e-05,0,0,0.000686938,1.12078e-05,1.47149,0.00938059
228600,109851,103952,0.00230005,0,0.00125286,0.000100003,0,0,0.000686556,1.12063e-05,1.4695,0.00938057
229200,109851,103952,0.00229988,0,0.00125336,0.000100169,0,0,0.000686174,1.12045e-05,1.46752,0.00938055
229800,109851,103952,0.00229972,0,0.00125385,0.000100336,0,0,0.000685794,1.12026e-05,1.46556,0.00938053
230400,109851,103952,0.00229956,0,0.00125435,0.000100502,0,0,0.000685415,1.12005e-05,1.46361,0.00938052
231000,109851,103952,0.00229939,0,0.00125485,0.000100669,0,0,0.000685037,1.11982e-05,1.46167,0.0093805
231600,109851,103952,0.00229921,0,0.00125536,0.000100836,0,0,0.000684673,1.12039e-05,1.45975,0.00938049
232200,109851,103952,0.00229904,0,0.00125586,0.000101003,0,0,0.000684317,1.12123e-05,1.45783,0.00938048
232800,109851,103952,0.00229887,0,0.00125636,0.00010117,0,0,0.000683963,1.12205e-05,1.45592,0.00938047
233400,109851,103952,0.0022987,0,0.00125686,0.000101338,0,0,0.00068361,1.12286e-05,1.45403,0.00938046
234000,109851,103952,0.00229853,0,0.00125736,0.000101505,0,0,0.000683258,1.12366e-05,1.45215,0.00938046
234600,109851,103952,0.00229836,0,0.00125786,0.000101673,0,0,0.000682907,1.12446e-05,1.45028,0.00938045
235200,109851,103952,0.00229818,0,0.00125837,0.00010184,0,0,0.000682558,1.12526e-05,1.44842,0.00938044
235800,109851,103952,0.00229801,0,0.00125887,0.000102008,0,0,0.00068221,1.12604e-05,1.44657,0.00938043
236400,109851,103952,0.00229783,0,0.00125938,0.000102176,0,0,0.000681863,1.12682e-05,1.44473,0.00938042
237000,109851,103952,0.00229765,0,0.00125989,0.000102344,0,0,0.000681518,1.12758e-05,1.44291,0.00938041
237600,109851,103952,0.00229747,0,0.0012604,0.000102511,0,0,0.000681173,1.12833e-05,1.4411,0.0093804
238200,109851,103952,0.00229729,0,0.00126091,0.000102679,0,0,0.00068083,1.12904e-05,1.43929,0.0093804
238800,109851,103952,0.00229711,0,0.00126143,0.000102847,0,0,0.000680487,1.12973e-05,1.4375,0.00938039
239400,109851,103952,0.00229692,0,0.00126194,0.000103016,0,0,0.000680145,1.13043e-05,1.43572,0.00938038
240000,109851,103952,0.00229674,0,0.00126246,0.000103184,0,0,0.000679806,1.13114e-05,1.43396,0.00938037
240600,109851,103952,0.00229655,0,0.00126298,0.000103352,0,0,0.000679467,1.13182e-05,1.4322,0.00938036
241200,109851,103952,0.00229636,0,0.0012635,0.00010352,0,0,0.000679128,1.13247e-05,1.43045,0.00938035
241800,109851,103952,0.00229617,0,0.00126403,0.000103689,0,0,0.000678791,1.13313e-05,1.42872,0.00938034
242400,109851,103952,0.00229598,0,0.00126455,0.000103857,0,0,0.000678456,1.13381e-05,1.42699,0.00938033
243000,109851,103952,0.00229579,0,0.00126508,0.000104026,0,0,0.000678122,1.1345e-05,1.42527,0.00938032
243600,109851,103952,0.0022956,0,0.00126561,0.000104194,0,0,0.000677789,1.13516e-05,1.42357,0.00938031
244200,109851,103952,0.0022954,0,0.00126614,0.000104363,0,0,0.000677458,1.13586e-05,1.42187,0.0093803
244800,109851,103952,0.0022952,0,0.00126667,0.000104531,0,0,0.000677129,1.1366e-05,1.42019,0.00938029
245400,109851,103952,0.002295,0,0.0012672,0.0001047,0,0,0.000676801,1.13735e-05,1.41851,0.00938028
246000,109851,103952,0.0022948,0,0.00126774,0.000104869,0,0,0.000676474,1.13811e-05,1.41685,0.00938027
246600,109851,103952,0.0022946,0,0.00126827,0.000105038,0,0,0.000676149,1.13886e-05,1.41519,0.00938026
247200,109851,103952,0.0022944,0,0.00126881,0.000105207,0,0,0.000675825,1.1396e-05,1.41355,0.00938025
247800,109851,103952,0.00229419,0,0.00126935,0.000105376,0,0,0.000675501,1.14033e-05,1.41191,0.00938025
248400,109851,103952,0.00229399,0,0.00126989,0.000105545,0,0,0.000675179,1.14108e-05,1.41029,0.00938024
249000,109851,103952,0.00229378,0,0.00127044,0.000105714,0,0,0.000674858,1.14183e-05,1.40867,0.00938023
249600,109851,103952,0.00229357,0,0.00127098,0.000105883,0,0,0.000674538,1.14255e-05,1.40707,0.00938022
250200,109851,103952,0.00229336,0,0.00127153,0.000106052,0,0,0.000674219,1.14326e-05,1.40548,0.00938021
250800,109851,103952,0.00229315,0,0.00127208,0.000106221,0,0,0.0006739,1.14396e-05,1.40389,0.0093802
251400,109851,103952,0.00229293,0,0.00127263,0.000106391,0,0,0.000673583,1.14467e-05,1.40232,0.00938019
252000,109851,103952,0.00229272,0,0.00127319,0.00010656,0,0,0.000673267,1.14539e-05,1.40075,0.00938018
252600,109851,103952,0.0022925,0,0.00127374,0.000106729,0,0,0.000672952,1.14613e-05,1.3992,0.00938017
253200,109851,103952,0.00229228,0,0.0012743,0.000106899,0,0,0.000672639,1.14687e-05,1.39765,0.00938017
253800,109851,103952,0.00229205,0,0.00127486,0.000107068,0,0,0.000672327,1.14761e-05,1.39611,0.00938016
254400,109851,103952,0.00229183,0,0.00127542,0.000107238,0,0,0.000672015,1.14833e-05,1.39459,0.00938015
255000,109851,103952,0.00229161,0,0.00127598,0.000107407,0,0,0.000671704,1.14904e-05,1.39307,0.00938014
255600,109851,103952,0.00229138,0,0.00127654,0.000107577,0,0,0.000671393,1.14973e-05,1.39156,0.00938013
256200,109851,103952,0.00229115,0,0.00127711,0.000107746,0,0,0.000671084,1.15041e-05,1.39006,0.00938012
256800,109851,103952,0.00229092,0,0.00127768,0.000107916,0,0,0.000670775,1.15111e-05,1.38857,0.00938011
257400,109851,103952,0.00229069,0,0.00127825,0.000108085,0,0,0.000670468,1.1518e-05,1.3871,0.0093801
258000,109851,103952,0.00229045,0,0.00127883,0.000108255,0,0,0.000670161,1.15249e-05,1.38563,0.00938009
258600,109851,103952,0.00229021,0,0.0012794,0.000108425,0,0,0.000669856,1.15318e-05,1.38417,0.00938008
259200,109851,103952,0.00228997,0,0.00127998,0.000108594,0,0,0.000669551,1.15388e-05,1.38272,0.00938008
259800,109851,103952,0.00228973,0,0.00128056,0.000108764,0,0,0.000669247,1.15456e-05,1.38128,0.00938007
260400,109851,103952,0.00228949,0,0.00128114,0.000108934,0,0,0.000668944,1.15522e-05,1.37985,0.00938006
261000,109851,103952,0.00228924,0,0.00128173,0.000109104,0,0,0.000668641,1.15585e-05,1.37842,0.00938005
261600,109851,103952,0.002289,0,0.00128231,0.000109273,0,0,0.000668338,1.15646e-05,1.37701,0.00938004
262200,109851,103952,0.00228875,0,0.0012829,0.000109443,0,0,0.000668036,1.15706e-05,1.37561,0.00938003
262800,109851,103952,0.0022885,0,0.0012835,0.000109613,0,0,0.000667735,1.15765e-05,1.37422,0.00938002
263400,109851,103952,0.00228824,0,0.00128409,0.000109783,0,0,0.000667434,1.15821e-05,1.37283,0.00938001
264000,109851,103952,0.00228798,0,0.00128469,0.000109953,0,0,0.000667134,1.15881e-05,1.37146,0.00938
264600,109851,103952,0.00228772,0,0.00128529,0.000110122,0,0,0.000666835,1.15938e-05,1.37009,0.00937999
265200,109851,103952,0.00228746,0,0.00128589,0.000110292,0,0,0.000666536,1.15991e-05,1.36874,0.00937997
265800,109851,103952,0.0022872,0,0.00128649,0.000110462,0,0,0.000666237,1.16041e-05,1.36739,0.00937996
266400,109851,103952,0.00228693,0,0.0012871,0.000110632,0,0,0.000665939,1.16089e-05,1.36605,0.00937995
267000,109851,103952,0.00228667,0,0.00128771,0.000110802,0,0,0.00066564,1.16133e-05,1.36472,0.00937994
267600,109851,103952,0.00228639,0,0.00128832,0.000110972,0,0,0.000665342,1.16174e-05,1.36341,0.00937993
